log_A_recup_MT,cumulative probability
-1.7607624370642172,9.983706590843742e-07
-1.7070587887490989,3.993482636337497e-06
-1.6533551404339804,1.397718922718124e-05
-1.5996514921188618,2.4959266477109356e-05
-1.5459478438037433,7.787291140858119e-05
-1.4922441954886247,0.00024559918213475605
-1.4385405471735064,0.0006848822721318808
-1.384836898858388,0.0016732692246254114
-1.3311332505432696,0.003777834573975272
-1.277429602228151,0.0077892878821762875
-1.2237259539130325,0.014938620171879493
-1.170022305597914,0.025999568703875278
-1.1163186572827954,0.04194254975879365
-1.062615008967677,0.06379588511549152
-1.0089113606525586,0.09238722405034983
-0.9552077123374401,0.12839645698220503
-0.9015040640223217,0.17255239449218873
-0.8478004157072032,0.22471326794671095
-0.7940967673920847,0.28426108590779847
-0.7403931190769663,0.34944171112744005
-0.6866894707618478,0.4195742548161401
-0.6329858224467293,0.4924403373694131
-0.5792821741316108,0.5663087840644069
-0.5255785258164923,0.6381635171400275
-0.4718748775013739,0.7059918213475608
-0.4181712291862554,0.7679257451838599
-0.36446758087113695,0.8222251285901409
-0.31076393255601853,0.867735855084502
-0.2570602842409,0.904334126705217
-0.20335663592578146,0.9319969809271268
-0.14965298761066304,0.9518855228267467
-0.09594933929554461,0.9652517092105682
-0.042245690980426076,0.9743818088878948
0.011457957334692348,0.9805307737771954
0.06516160564981077,0.9846620315644866
0.11886525396492931,0.987719042522603
0.17256890228004784,0.9899743618414746
0.22627255059516638,0.9917684339158492
0.2799761989102849,0.9932410306379987
0.3336798472254032,0.9943492220695824
0.38738349554052154,0.9953475927286668
0.4410871438556401,0.9961123446535254
0.4947907921707586,0.9967293377208395
0.5484944404858771,0.9972494888342225
0.6021980888009957,0.9976907686655377
0.6559017371161142,0.9980821299638988
0.7096053854312325,0.9984095955400785
0.7633090337463508,0.9986571914635314
0.8170126820614694,0.9988798281205072
0.8707163303765879,0.9990455576499152
0.9244199786917064,0.9991953132487779
0.978123627006825,0.9993251014344589
1.0318272753219435,0.9994349222069582
1.0855309236370618,0.9995327625315484
1.1392345719521801,0.999598654995048
1.1929382202672987,0.9996575588639339
1.2466418685824172,0.99970548065557
1.3003455168975357,0.9997464138525924
1.3540491652126543,0.9997843519376376
1.4077528135277728,0.9998143030574101
1.4614564618428911,0.9998392623238873
1.5151601101580094,0.9998692134436599
1.568863758473128,0.999883190632887
1.6225674067882465,0.9998991645634323
1.676271055103365,0.999919131976614
1.7299747034184836,0.9999321107951821
1.7836783517336021,0.9999361042778184
1.8373820000487204,0.9999460879844093
1.8910856483638387,0.9999550733203411
1.9447892966789573,0.9999610635442956
1.998492944994076,0.9999690505095683
2.0521965933091946,0.999977037474841
2.105900241624313,0.9999780358455
2.1596038899394316,0.9999840260694546
2.21330753825455,0.9999850244401136
2.2670111865696687,0.9999870211814318
2.3207148348847872,0.9999870211814318
2.374418483199906,0.9999910146640681
2.428122131515024,0.9999920130347272
2.481825779830142,0.9999920130347272
2.5355294281452605,0.9999940097760454
2.589233076460379,0.9999950081467044
2.6429367247754976,0.9999950081467044
2.696640373090616,0.9999970048880226
2.7503440214057346,0.9999970048880226
2.804047669720853,0.9999970048880226
2.8577513180359717,0.9999970048880226
2.9114549663510902,0.9999980032586816
2.965158614666209,0.9999990016293406
3.0188622629813273,0.9999990016293406
3.072565911296446,0.9999990016293406
3.1262695596115644,0.9999990016293406
3.1799732079266825,0.9999990016293406
3.2336768562418006,0.9999990016293406
3.287380504556919,0.9999990016293406
3.3410841528720376,0.9999990016293406
3.394787801187156,0.9999990016293406
3.4484914495022747,0.9999990016293406
3.5021950978173932,0.9999990016293406
3.555898746132512,0.9999999999999997
